#,Date-Time (CEST),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
2044,07/27/2025 04:30:00,13.84,91.21,12.45,,
2045,07/27/2025 04:40:00,13.76,91.23,12.37,,
2046,07/27/2025 04:50:00,13.73,91.42,12.37,,
2047,07/27/2025 05:00:00,13.73,91.59,12.40,,
2048,07/27/2025 05:10:00,13.75,91.58,12.42,,
2049,07/27/2025 05:20:00,13.66,91.56,12.33,,
2050,07/27/2025 05:30:00,13.60,91.51,12.26,,
2051,07/27/2025 05:40:00,13.68,91.86,12.40,,
2052,07/27/2025 05:50:00,13.74,92.06,12.48,,
2053,07/27/2025 06:00:00,13.71,91.85,12.43,,
2054,07/27/2025 06:10:00,13.75,91.93,12.47,,
2055,07/27/2025 06:20:00,13.73,91.96,12.46,,
2056,07/27/2025 06:30:00,13.90,92.23,12.67,,
2057,07/27/2025 06:40:00,14.10,92.57,12.93,,
2058,07/27/2025 06:50:00,14.39,92.67,13.24,,
2059,07/27/2025 07:00:00,14.59,92.63,13.43,,
2060,07/27/2025 07:10:00,14.82,92.58,13.65,,
2061,07/27/2025 07:20:00,15.09,92.25,13.86,,
2062,07/27/2025 07:30:00,15.31,91.35,13.93,,
2063,07/27/2025 07:40:00,15.57,90.10,13.97,,
2064,07/27/2025 07:50:00,16.02,88.73,14.18,,
2065,07/27/2025 08:00:00,16.98,87.10,14.83,,
2066,07/27/2025 08:10:00,17.76,82.37,14.73,,
2067,07/27/2025 08:20:00,18.05,81.05,14.77,,
2068,07/27/2025 08:30:00,18.04,78.71,14.30,,
2069,07/27/2025 08:40:00,18.23,79.91,14.72,,
2070,07/27/2025 08:50:00,18.51,77.11,14.44,,
2071,07/27/2025 09:00:00,18.78,77.18,14.72,,
2072,07/27/2025 09:10:00,18.93,74.91,14.40,,
2073,07/27/2025 09:20:00,19.41,75.90,15.07,,
2074,07/27/2025 09:30:00,20.25,72.91,15.25,,
2075,07/27/2025 09:40:00,21.03,70.60,15.50,,
2076,07/27/2025 09:50:00,21.63,68.54,15.61,,
2077,07/27/2025 10:00:00,22.05,69.00,16.12,,
2078,07/27/2025 10:10:00,22.37,66.71,15.90,,
2079,07/27/2025 10:20:00,22.88,66.74,16.39,,
2080,07/27/2025 10:30:00,23.17,63.17,15.81,,
2081,07/27/2025 10:40:00,23.39,61.45,15.58,,
2082,07/27/2025 10:50:00,22.93,63.74,15.71,,
2083,07/27/2025 11:00:00,22.84,62.84,15.41,,
2084,07/27/2025 11:10:00,22.84,63.21,15.50,,
2085,07/27/2025 11:20:00,23.15,62.65,15.65,,
2086,07/27/2025 11:30:00,23.61,60.70,15.60,,
2087,07/27/2025 11:40:00,23.75,59.69,15.46,,
2088,07/27/2025 11:50:00,24.38,57.57,15.48,,
2089,07/27/2025 12:00:00,23.87,60.22,15.71,,
2090,07/27/2025 12:10:00,22.72,63.90,15.56,,
2091,07/27/2025 12:20:00,22.63,60.36,14.58,,
2092,07/27/2025 12:30:00,23.71,57.67,14.89,,
2093,07/27/2025 12:40:00,24.31,57.55,15.42,,
2094,07/27/2025 12:50:00,23.88,53.36,13.84,,
2095,07/27/2025 13:00:00,23.86,58.47,15.24,,
2096,07/27/2025 13:10:00,24.17,55.10,14.61,,
2097,07/27/2025 13:20:00,24.10,58.59,15.50,,
2098,07/27/2025 13:30:00,23.28,61.27,15.43,,
2099,07/27/2025 13:40:00,22.54,60.80,14.61,,
2100,07/27/2025 13:50:00,21.99,66.37,15.46,,
2101,07/27/2025 14:00:00,21.69,62.64,14.28,,
2102,07/27/2025 14:10:00,21.63,62.59,14.20,,
2103,07/27/2025 14:20:00,21.85,59.59,13.66,,
2104,07/27/2025 14:30:00,22.14,62.83,14.75,,
2105,07/27/2025 14:40:00,22.31,63.61,15.09,,
2106,07/27/2025 14:50:00,22.47,59.80,14.28,,
2107,07/27/2025 15:00:00,22.27,62.54,14.80,,
2108,07/27/2025 15:10:00,22.14,58.99,13.77,,
2109,07/27/2025 15:20:00,22.22,60.38,14.20,,
2110,07/27/2025 15:30:00,22.26,63.76,15.09,,
2111,07/27/2025 15:40:00,22.17,62.58,14.71,,
2112,07/27/2025 15:50:00,22.14,63.64,14.95,,
2113,07/27/2025 16:00:00,22.25,65.33,15.46,,
2114,07/27/2025 16:10:00,22.34,60.23,14.27,,
2115,07/27/2025 16:20:00,22.32,64.17,15.24,,
2116,07/27/2025 16:30:00,22.09,66.25,15.52,,
2117,07/27/2025 16:40:00,21.80,63.51,14.59,,
2118,07/27/2025 16:50:00,21.57,67.11,15.22,,
2119,07/27/2025 17:00:00,21.19,63.75,14.07,,
2120,07/27/2025 17:10:00,20.88,69.22,15.05,,
2121,07/27/2025 17:20:00,20.37,74.52,15.72,,
2122,07/27/2025 17:30:00,19.24,78.02,15.33,,
2123,07/27/2025 17:40:00,18.14,81.54,14.96,,
2124,07/27/2025 17:50:00,17.31,84.15,14.62,,
2125,07/27/2025 18:00:00,16.89,85.90,14.53,,
2126,07/27/2025 18:10:00,16.56,86.76,14.36,,
2127,07/27/2025 18:20:00,16.28,87.76,14.26,,
2128,07/27/2025 18:30:00,16.10,88.29,14.18,,
2129,07/27/2025 18:40:00,15.95,88.93,14.14,,
2130,07/27/2025 18:50:00,15.81,88.94,14.00,,
2131,07/27/2025 19:00:00,15.66,89.07,13.88,,
2132,07/27/2025 19:10:00,15.53,89.20,13.77,,
2133,07/27/2025 19:20:00,15.47,89.60,13.79,,
2134,07/27/2025 19:30:00,15.41,89.67,13.74,,
2135,07/27/2025 19:40:00,15.36,89.83,13.71,,
2136,07/27/2025 19:50:00,15.32,90.01,13.71,,
2137,07/27/2025 20:00:00,15.29,90.21,13.71,,
2138,07/27/2025 20:10:00,15.25,90.45,13.71,,
2139,07/27/2025 20:20:00,15.25,90.69,13.75,,
2140,07/27/2025 20:30:00,15.27,90.90,13.81,,
2141,07/27/2025 20:40:00,15.24,90.96,13.79,,
2142,07/27/2025 20:50:00,15.26,91.10,13.83,,
2143,07/27/2025 21:00:00,15.18,91.14,13.77,,
2144,07/27/2025 21:10:00,15.22,91.25,13.82,,
2145,07/27/2025 21:20:00,15.17,91.31,13.78,,
2146,07/27/2025 21:30:00,15.17,91.36,13.79,,
2147,07/27/2025 21:40:00,15.13,91.39,13.76,,
2148,07/27/2025 21:50:00,15.12,91.54,13.77,,
2149,07/27/2025 22:00:00,15.10,91.53,13.75,,
2150,07/27/2025 22:10:00,15.04,91.46,13.68,,
2151,07/27/2025 22:20:00,15.03,91.49,13.68,,
2152,07/27/2025 22:30:00,15.01,91.60,13.67,,
2153,07/27/2025 22:40:00,15.04,91.82,13.74,,
2154,07/27/2025 22:50:00,15.09,91.83,13.79,,
2155,07/27/2025 23:00:00,15.10,91.93,13.81,,
2156,07/27/2025 23:10:00,15.13,92.02,13.86,,
2157,07/27/2025 23:20:00,15.18,92.10,13.93,,
2158,07/27/2025 23:30:00,15.19,92.12,13.94,,
2159,07/27/2025 23:40:00,15.19,92.12,13.94,,
2160,07/27/2025 23:50:00,15.21,92.17,13.96,,
2161,07/28/2025 00:00:00,15.23,92.21,13.99,,
2162,07/28/2025 00:10:00,15.26,92.22,14.02,,
2163,07/28/2025 00:20:00,15.22,92.18,13.97,,
2164,07/28/2025 00:30:00,15.18,92.19,13.94,,
2165,07/28/2025 00:40:00,15.11,92.15,13.86,,
2166,07/28/2025 00:50:00,15.08,92.09,13.82,,
2167,07/28/2025 01:00:00,14.97,92.08,13.71,,
2168,07/28/2025 01:10:00,14.87,91.94,13.59,,
2169,07/28/2025 01:20:00,14.80,92.00,13.53,,
2170,07/28/2025 01:30:00,14.75,92.03,13.49,,
2171,07/28/2025 01:40:00,14.73,92.14,13.49,,
2172,07/28/2025 01:50:00,14.74,92.22,13.51,,
2173,07/28/2025 02:00:00,14.75,92.32,13.54,,
2174,07/28/2025 02:10:00,14.78,92.35,13.57,,
2175,07/28/2025 02:20:00,14.78,92.37,13.57,,
2176,07/28/2025 02:30:00,14.78,92.44,13.58,,
2177,07/28/2025 02:40:00,14.77,92.48,13.58,,
2178,07/28/2025 02:50:00,14.78,92.47,13.58,,
2179,07/28/2025 03:00:00,14.77,92.48,13.58,,
2180,07/28/2025 03:10:00,14.73,92.45,13.54,,
2181,07/28/2025 03:20:00,14.74,92.53,13.56,,
2182,07/28/2025 03:30:00,14.73,92.55,13.56,,
2183,07/28/2025 03:40:00,14.73,92.56,13.56,,
2184,07/28/2025 03:50:00,14.69,92.54,13.51,,
2185,07/28/2025 04:00:00,14.63,92.49,13.44,,
2186,07/28/2025 04:10:00,14.59,92.46,13.40,,
2187,07/28/2025 04:20:00,14.48,92.37,13.27,,
2188,07/28/2025 04:30:00,14.38,92.39,13.18,,
2189,07/28/2025 04:40:00,14.32,92.43,13.12,,
2190,07/28/2025 04:50:00,14.27,92.43,13.08,,
2191,07/28/2025 05:00:00,14.24,92.47,13.05,,
2192,07/28/2025 05:10:00,14.18,92.48,12.99,,
2193,07/28/2025 05:20:00,14.14,92.47,12.96,,
2194,07/28/2025 05:30:00,14.14,92.55,12.97,,
2195,07/28/2025 05:40:00,14.10,92.59,12.93,,
2196,07/28/2025 05:50:00,14.09,92.64,12.93,,
2197,07/28/2025 06:00:00,14.07,92.62,12.91,,
2198,07/28/2025 06:10:00,13.98,92.65,12.83,,
2199,07/28/2025 06:20:00,13.96,92.66,12.81,,
2200,07/28/2025 06:30:00,13.91,92.63,12.75,,
2201,07/28/2025 06:40:00,13.88,92.67,12.72,,
2202,07/28/2025 06:50:00,13.88,92.68,12.73,,
2203,07/28/2025 07:00:00,13.81,92.72,12.67,,
2204,07/28/2025 07:10:00,13.76,92.67,12.61,,
2205,07/28/2025 07:20:00,13.75,92.75,12.61,,
2206,07/28/2025 07:30:00,13.69,92.75,12.56,,
2207,07/28/2025 07:40:00,13.68,92.78,12.55,,
2208,07/28/2025 07:50:00,13.63,92.76,12.49,,
2209,07/28/2025 08:00:00,13.69,92.89,12.58,,
2210,07/28/2025 08:10:00,13.64,92.89,12.53,,
2211,07/28/2025 08:20:00,13.68,92.92,12.57,,
2212,07/28/2025 08:30:00,13.62,92.91,12.51,,
2213,07/28/2025 08:40:00,13.64,92.94,12.53,,
2214,07/28/2025 08:50:00,13.62,92.88,12.50,,
2215,07/28/2025 09:00:00,13.55,92.92,12.45,,
2216,07/28/2025 09:10:00,13.55,92.94,12.45,,
2217,07/28/2025 09:20:00,13.53,92.99,12.44,,
2218,07/28/2025 09:30:00,13.58,93.04,12.49,,
2219,07/28/2025 09:40:00,13.68,93.22,12.62,,
2220,07/28/2025 09:50:00,13.78,93.21,12.72,,
2221,07/28/2025 10:00:00,13.81,93.15,12.74,,
2222,07/28/2025 10:10:00,13.81,93.12,12.73,,
2223,07/28/2025 10:20:00,13.82,93.17,12.75,,
2224,07/28/2025 10:30:00,13.80,93.15,12.73,,
2225,07/28/2025 10:40:00,13.88,93.18,12.81,,
2226,07/28/2025 10:50:00,13.90,93.21,12.84,,
2227,07/28/2025 11:00:00,13.90,93.14,12.82,,
2228,07/28/2025 11:10:00,13.91,93.24,12.85,,
2229,07/28/2025 11:20:00,13.96,93.18,12.89,,
2230,07/28/2025 11:30:00,13.94,93.13,12.86,,
2231,07/28/2025 11:40:00,13.91,93.10,12.83,,
2232,07/28/2025 11:50:00,13.82,93.03,12.73,,
2233,07/28/2025 12:00:00,13.79,92.95,12.69,,
2234,07/28/2025 12:10:00,13.78,92.98,12.68,,
2235,07/28/2025 12:20:00,13.76,93.01,12.66,,
2236,07/28/2025 12:30:00,13.63,92.74,12.49,,
2237,07/28/2025 12:40:00,13.54,92.76,12.41,,
2238,07/28/2025 12:50:00,13.49,92.79,12.36,,
2239,07/28/2025 13:00:00,13.43,92.70,12.28,,
2240,07/28/2025 13:10:00,13.44,92.88,12.32,,
2241,07/28/2025 13:20:00,13.46,92.88,12.34,,
2242,07/28/2025 13:30:00,13.40,92.81,12.28,,
2243,07/28/2025 13:40:00,13.37,92.80,12.25,,
2244,07/28/2025 13:50:00,13.34,92.78,12.21,,
2245,07/28/2025 14:00:00,13.46,93.01,12.37,,
2246,07/28/2025 14:10:00,13.41,92.59,12.25,,
2247,07/28/2025 14:20:00,13.20,92.24,11.98,,
2248,07/28/2025 14:30:00,13.11,92.32,11.91,,
2249,07/28/2025 14:40:00,13.16,92.30,11.95,,
2250,07/28/2025 14:50:00,13.30,92.79,12.17,,
2251,07/28/2025 15:00:00,13.44,92.88,12.32,,
2252,07/28/2025 15:10:00,13.55,92.94,12.45,,
2253,07/28/2025 15:20:00,13.82,93.04,12.73,,
2254,07/28/2025 15:30:00,13.89,92.77,12.75,,
2255,07/28/2025 15:40:00,14.01,92.87,12.90,,
2256,07/28/2025 15:50:00,14.28,92.95,13.18,,
2257,07/28/2025 16:00:00,14.50,92.96,13.39,,
2258,07/28/2025 16:10:00,14.69,92.59,13.52,,
2259,07/28/2025 16:20:00,15.00,92.93,13.88,,
2260,07/28/2025 16:30:00,15.26,92.45,14.06,,
2261,07/28/2025 16:40:00,15.51,92.59,14.33,,
2262,07/28/2025 16:50:00,15.66,91.70,14.33,,
2263,07/28/2025 17:00:00,15.81,91.57,14.46,,
2264,07/28/2025 17:10:00,15.88,89.67,14.21,,
2265,07/28/2025 17:20:00,16.03,90.16,14.44,,
2266,07/28/2025 17:30:00,16.15,89.99,14.52,,
2267,07/28/2025 17:40:00,16.25,89.37,14.51,,
2268,07/28/2025 17:50:00,16.28,90.37,14.72,,
2269,07/28/2025 18:00:00,16.45,90.93,14.98,,
2270,07/28/2025 18:10:00,16.50,90.72,15.00,,
2271,07/28/2025 18:20:00,16.56,89.63,14.87,,
2272,07/28/2025 18:30:00,16.51,90.06,14.90,,
2273,07/28/2025 18:40:00,16.52,89.43,14.80,,
2274,07/28/2025 18:50:00,16.52,90.20,14.93,,
2275,07/28/2025 19:00:00,16.45,89.66,14.77,,
2276,07/28/2025 19:10:00,16.34,89.31,14.60,,
2277,07/28/2025 19:20:00,16.21,88.68,14.36,,
2278,07/28/2025 19:30:00,16.07,89.18,14.31,,
2279,07/28/2025 19:40:00,15.89,88.36,13.99,,
2280,07/28/2025 19:50:00,15.63,88.10,13.69,,
2281,07/28/2025 20:00:00,15.40,88.91,13.60,,
2282,07/28/2025 20:10:00,15.22,88.99,13.43,,
2283,07/28/2025 20:20:00,15.08,89.62,13.40,,
2284,07/28/2025 20:30:00,14.94,89.36,13.22,,
2285,07/28/2025 20:40:00,14.73,89.40,13.02,,
2286,07/28/2025 20:50:00,14.51,89.80,12.87,,
2287,07/28/2025 21:00:00,14.37,90.16,12.79,,
2288,07/28/2025 21:10:00,14.36,91.20,12.96,,
2289,07/28/2025 21:20:00,14.29,91.55,12.95,,
2290,07/28/2025 21:30:00,14.24,91.59,12.91,,
2291,07/28/2025 21:40:00,14.19,91.61,12.86,,
2292,07/28/2025 21:50:00,14.18,91.80,12.88,,
2293,07/28/2025 22:00:00,14.12,91.72,12.81,,
2294,07/28/2025 22:10:00,14.00,91.81,12.71,,
2295,07/28/2025 22:20:00,13.95,92.04,12.70,,
2296,07/28/2025 22:30:00,13.95,92.17,12.72,,
2297,07/28/2025 22:40:00,13.96,92.35,12.76,,
2298,07/28/2025 22:50:00,13.94,92.39,12.74,,
2299,07/28/2025 23:00:00,13.92,92.41,12.72,,
2300,07/28/2025 23:10:00,13.94,92.45,12.75,,
2301,07/28/2025 23:20:00,13.93,92.50,12.75,,
2302,07/28/2025 23:30:00,13.91,92.53,12.73,,
2303,07/28/2025 23:40:00,13.84,92.48,12.66,,
2304,07/28/2025 23:50:00,13.89,92.55,12.72,,
2305,07/29/2025 00:00:00,13.86,92.52,12.69,,
2306,07/29/2025 00:10:00,13.83,92.46,12.65,,
2307,07/29/2025 00:20:00,13.76,92.46,12.57,,
2308,07/29/2025 00:30:00,13.74,92.49,12.56,,
2309,07/29/2025 00:40:00,13.70,92.57,12.54,,
2310,07/29/2025 00:50:00,13.61,92.34,12.40,,
2311,07/29/2025 01:00:00,13.44,91.89,12.16,,
2312,07/29/2025 01:10:00,13.25,91.86,11.97,,
2313,07/29/2025 01:20:00,13.15,91.80,11.86,,
2314,07/29/2025 01:30:00,12.97,91.73,11.68,,
2315,07/29/2025 01:40:00,12.89,91.94,11.63,,
2316,07/29/2025 01:50:00,12.80,92.16,11.58,,
2317,07/29/2025 02:00:00,12.79,92.34,11.60,,
2318,07/29/2025 02:10:00,12.78,92.43,11.60,,
2319,07/29/2025 02:20:00,12.70,92.58,11.54,,
2320,07/29/2025 02:30:00,12.76,92.76,11.63,,
2321,07/29/2025 02:40:00,12.77,92.82,11.65,,
2322,07/29/2025 02:50:00,12.71,92.81,11.59,,
2323,07/29/2025 03:00:00,12.67,92.78,11.55,,
2324,07/29/2025 03:10:00,12.62,92.76,11.49,,
2325,07/29/2025 03:20:00,12.63,92.87,11.52,,
2326,07/29/2025 03:30:00,12.67,93.02,11.59,,
2327,07/29/2025 03:40:00,12.74,93.06,11.66,,
2328,07/29/2025 03:50:00,12.75,93.14,11.68,,
2329,07/29/2025 04:00:00,12.82,93.22,11.77,,
2330,07/29/2025 04:10:00,12.90,93.30,11.86,,
2331,07/29/2025 04:20:00,12.91,93.26,11.86,,
2332,07/29/2025 04:30:00,12.92,93.24,11.87,,
2333,07/29/2025 04:40:00,12.92,93.18,11.86,,
2334,07/29/2025 04:50:00,12.88,93.13,11.81,,
2335,07/29/2025 05:00:00,12.87,93.08,11.79,,
2336,07/29/2025 05:10:00,12.88,93.11,11.81,,
2337,07/29/2025 05:20:00,12.93,93.25,11.88,,
2338,07/29/2025 05:30:00,13.00,93.28,11.95,,
2339,07/29/2025 05:40:00,13.06,93.28,12.02,,
2340,07/29/2025 05:50:00,13.09,93.15,12.03,,
2341,07/29/2025 06:00:00,13.12,93.04,12.04,,
2342,07/29/2025 06:10:00,13.18,93.05,12.10,,
2343,07/29/2025 06:20:00,13.19,93.03,12.10,,
2344,07/29/2025 06:30:00,13.21,92.93,12.11,,
2345,07/29/2025 06:40:00,13.30,92.94,12.19,,
2346,07/29/2025 06:50:00,13.27,92.96,12.18,,
2347,07/29/2025 07:00:00,13.31,92.96,12.21,,
2348,07/29/2025 07:10:00,13.34,92.76,12.21,,
2349,07/29/2025 07:20:00,13.35,92.36,12.15,,
2350,07/29/2025 07:30:00,13.40,91.30,12.03,,
2351,07/29/2025 07:40:00,13.70,90.92,12.26,,
2352,07/29/2025 07:50:00,14.18,89.90,12.56,,
2353,07/29/2025 08:00:00,14.73,87.20,12.64,,
2354,07/29/2025 08:10:00,14.82,86.65,12.63,,
2355,07/29/2025 08:20:00,15.18,84.96,12.69,,
2356,07/29/2025 08:30:00,15.33,83.87,12.64,,
2357,07/29/2025 08:40:00,15.17,82.47,12.22,,
2358,07/29/2025 08:50:00,15.14,80.26,11.78,,
2359,07/29/2025 09:00:00,15.63,80.39,12.29,,
2360,07/29/2025 09:10:00,16.13,78.31,12.37,,
2361,07/29/2025 09:20:00,16.55,79.17,12.94,,
2362,07/29/2025 09:30:00,16.84,76.75,12.75,,
2363,07/29/2025 09:40:00,17.58,74.13,12.93,,
2364,07/29/2025 09:50:00,17.60,72.73,12.66,,
2365,07/29/2025 10:00:00,17.97,73.36,13.16,,
2366,07/29/2025 10:10:00,17.44,73.34,12.63,,
2367,07/29/2025 10:20:00,17.41,73.16,12.58,,
2368,07/29/2025 10:30:00,18.13,69.60,12.51,,
2369,07/29/2025 10:40:00,18.44,68.73,12.61,,
2370,07/29/2025 10:50:00,17.78,70.35,12.33,,
2371,07/29/2025 11:00:00,17.90,70.07,12.38,,
2372,07/29/2025 11:10:00,17.82,67.90,11.83,,
2373,07/29/2025 11:20:00,17.85,71.18,12.58,,
2374,07/29/2025 11:30:00,17.41,70.90,12.10,,
2375,07/29/2025 11:40:00,17.14,71.66,11.99,,
2376,07/29/2025 11:50:00,16.70,73.25,11.90,,
2377,07/29/2025 12:00:00,17.07,69.39,11.44,,
2378,07/29/2025 12:10:00,18.59,67.99,12.59,,
2379,07/29/2025 12:20:00,19.06,62.85,11.83,,
2380,07/29/2025 12:30:00,18.23,67.14,12.05,,
2381,07/29/2025 12:40:00,17.58,71.09,12.29,,
2382,07/29/2025 12:50:00,17.54,65.94,11.12,,
2383,07/29/2025 13:00:00,18.10,63.91,11.18,,
2384,07/29/2025 13:10:00,19.02,65.51,12.43,,
2385,07/29/2025 13:20:00,19.60,62.52,12.27,,
2386,07/29/2025 13:30:00,19.05,63.11,11.88,,
2387,07/29/2025 13:40:00,18.72,63.36,11.64,,
2388,07/29/2025 13:50:00,19.01,59.06,10.85,,
2389,07/29/2025 14:00:00,19.29,59.71,11.28,,
2390,07/29/2025 14:10:00,19.48,57.10,10.79,,
2391,07/29/2025 14:20:00,19.57,60.77,11.81,,
2392,07/29/2025 14:30:00,19.18,60.33,11.33,,
2393,07/29/2025 14:40:00,18.53,63.92,11.59,,
2394,07/29/2025 14:50:00,18.44,59.75,10.49,,
2395,07/29/2025 15:00:00,18.26,61.85,10.84,,
2396,07/29/2025 15:10:00,18.22,64.03,11.32,,
2397,07/29/2025 15:20:00,18.13,63.52,11.12,,
2398,07/29/2025 15:30:00,18.10,66.80,11.85,,
2399,07/29/2025 15:40:00,18.07,63.27,11.00,,
2400,07/29/2025 15:50:00,18.55,59.48,10.53,,
2401,07/29/2025 16:00:00,18.96,60.84,11.25,,
2402,07/29/2025 16:10:00,19.28,63.23,12.14,,
2403,07/29/2025 16:20:00,19.40,54.34,9.96,,
2404,07/29/2025 16:30:00,19.16,59.75,11.17,,
2405,07/29/2025 16:40:00,19.38,64.81,12.61,,
2406,07/29/2025 16:50:00,19.17,61.77,11.68,,
2407,07/29/2025 17:00:00,19.01,62.28,11.65,,
2408,07/29/2025 17:10:00,18.89,59.74,10.91,,
2409,07/29/2025 17:20:00,18.78,62.09,11.38,,
2410,07/29/2025 17:30:00,18.70,57.75,10.22,,
2411,07/29/2025 17:40:00,18.62,64.82,11.88,,
2412,07/29/2025 17:50:00,18.42,64.32,11.58,,
2413,07/29/2025 18:00:00,18.25,66.41,11.90,,
2414,07/29/2025 18:10:00,18.07,67.66,12.01,,
2415,07/29/2025 18:20:00,17.90,69.17,12.18,,
2416,07/29/2025 18:30:00,17.80,68.35,11.91,,
2417,07/29/2025 18:40:00,17.75,68.86,11.97,,
2418,07/29/2025 18:50:00,17.75,70.66,12.37,,
2419,07/29/2025 19:00:00,17.66,69.84,12.11,,
2420,07/29/2025 19:10:00,17.60,70.92,12.28,,
2421,07/29/2025 19:20:00,17.52,69.90,11.99,,
2422,07/29/2025 19:30:00,17.35,69.95,11.83,,
2423,07/29/2025 19:40:00,17.09,71.88,12.00,,
2424,07/29/2025 19:50:00,16.88,72.29,11.88,,
2425,07/29/2025 20:00:00,16.66,77.10,12.65,,
2426,07/29/2025 20:10:00,16.46,75.81,12.20,,
2427,07/29/2025 20:20:00,16.08,76.38,11.95,,
2428,07/29/2025 20:30:00,15.66,77.50,11.75,,
2429,07/29/2025 20:40:00,15.07,77.92,11.26,,
2430,07/29/2025 20:50:00,14.53,77.82,10.72,,
2431,07/29/2025 21:00:00,14.28,77.71,10.46,,
2432,07/29/2025 21:10:00,14.25,77.54,10.39,,
2433,07/29/2025 21:20:00,14.26,80.37,10.94,,
2434,07/29/2025 21:30:00,14.20,80.75,10.95,,
2435,07/29/2025 21:40:00,13.95,78.88,10.36,,
2436,07/29/2025 21:50:00,13.62,78.93,10.05,,
2437,07/29/2025 22:00:00,13.22,77.38,9.37,,
2438,07/29/2025 22:10:00,12.94,79.50,9.50,,
2439,07/29/2025 22:20:00,12.61,79.65,9.20,,
2440,07/29/2025 22:30:00,12.36,81.71,9.34,,
2441,07/29/2025 22:40:00,12.26,83.84,9.62,,
2442,07/29/2025 22:50:00,12.36,83.91,9.73,,
2443,07/29/2025 23:00:00,12.45,83.21,9.69,,
2444,07/29/2025 23:10:00,12.53,84.67,10.04,,
2445,07/29/2025 23:20:00,12.51,83.31,9.77,,
2446,07/29/2025 23:30:00,12.43,83.42,9.71,,
2447,07/29/2025 23:40:00,12.26,82.93,9.45,,
2448,07/29/2025 23:50:00,12.00,82.73,9.17,,
2449,07/30/2025 00:00:00,11.77,83.86,9.15,,
2450,07/30/2025 00:10:00,11.48,84.37,8.95,,
2451,07/30/2025 00:20:00,11.33,85.00,8.91,,
2452,07/30/2025 00:30:00,11.16,85.08,8.76,,
2453,07/30/2025 00:40:00,11.02,85.92,8.77,,
2454,07/30/2025 00:50:00,10.97,85.97,8.73,,
2455,07/30/2025 01:00:00,10.89,86.33,8.71,,
2456,07/30/2025 01:10:00,10.86,87.41,8.87,,
2457,07/30/2025 01:20:00,10.88,87.98,8.98,,
2458,07/30/2025 01:30:00,10.95,87.96,9.04,,
2459,07/30/2025 01:40:00,10.96,87.79,9.02,,
2460,07/30/2025 01:50:00,10.89,87.49,8.91,,
2461,07/30/2025 02:00:00,10.85,88.04,8.96,,
2462,07/30/2025 02:10:00,10.80,88.15,8.93,,
2463,07/30/2025 02:20:00,10.75,88.44,8.93,,
2464,07/30/2025 02:30:00,10.77,88.94,9.03,,
2465,07/30/2025 02:40:00,10.69,89.10,8.98,,
2466,07/30/2025 02:50:00,10.77,89.87,9.18,,
2467,07/30/2025 03:00:00,10.94,90.17,9.40,,
2468,07/30/2025 03:10:00,11.13,90.01,9.57,,
2469,07/30/2025 03:20:00,11.31,89.83,9.72,,
2470,07/30/2025 03:30:00,11.42,89.55,9.78,,
2471,07/30/2025 03:40:00,11.49,89.20,9.79,,
2472,07/30/2025 03:50:00,11.54,88.67,9.74,,
2473,07/30/2025 04:00:00,11.67,88.28,9.80,,
2474,07/30/2025 04:10:00,11.72,88.44,9.88,,
2475,07/30/2025 04:20:00,11.77,88.48,9.95,,
2476,07/30/2025 04:30:00,11.85,88.44,10.01,,
2477,07/30/2025 04:40:00,11.94,89.26,10.25,,
2478,07/30/2025 04:50:00,11.99,89.00,10.25,,
2479,07/30/2025 05:00:00,12.07,89.23,10.37,,
2480,07/30/2025 05:10:00,12.13,89.10,10.40,,
2481,07/30/2025 05:20:00,12.20,88.43,10.36,,
2482,07/30/2025 05:30:00,12.28,88.49,10.44,,
2483,07/30/2025 05:40:00,12.33,88.32,10.47,,
2484,07/30/2025 05:50:00,12.36,88.76,10.57,,
2485,07/30/2025 06:00:00,12.40,88.38,10.54,,
2486,07/30/2025 06:10:00,12.48,88.44,10.64,,
2487,07/30/2025 06:20:00,12.47,88.98,10.72,,
2488,07/30/2025 06:30:00,12.56,88.20,10.67,,
2489,07/30/2025 06:40:00,12.62,88.38,10.76,,
2490,07/30/2025 06:50:00,12.70,88.71,10.89,,
2491,07/30/2025 07:00:00,12.79,88.75,11.00,,
2492,07/30/2025 07:10:00,12.86,88.60,11.03,,
2493,07/30/2025 07:20:00,12.89,88.71,11.08,,
2494,07/30/2025 07:30:00,12.95,88.58,11.13,,
2495,07/30/2025 07:40:00,13.08,88.92,11.31,,
2496,07/30/2025 07:50:00,13.22,88.44,11.37,,
2497,07/30/2025 08:00:00,13.38,88.65,11.56,,
2498,07/30/2025 08:10:00,13.43,88.76,11.62,,
2499,07/30/2025 08:20:00,13.39,88.72,11.58,,
2500,07/30/2025 08:30:00,13.19,86.75,11.04,,
2501,07/30/2025 08:40:00,12.90,87.53,10.89,,
2502,07/30/2025 08:50:00,12.73,89.03,10.98,,
2503,07/30/2025 09:00:00,12.63,89.95,11.04,,
2504,07/30/2025 09:10:00,12.69,90.62,11.21,,
2505,07/30/2025 09:20:00,12.70,90.44,11.18,,
2506,07/30/2025 09:30:00,12.57,89.76,10.94,,
2507,07/30/2025 09:40:00,12.56,90.26,11.02,,
