plot ID,site,arbeitsname,Name,Betula_pendula_TL,Picea_abies_TL,Pinus_sylvestris_TL,Betula_pubescens_TL,Agrostis_capillaris_HL,Agrostis_stolonifera_HL,Betula_HL,Brachypodium_sylvaticum_HL,Calamagrostis_epigejos_HL,Callitriche_palustris_HL,Calluna_vulgaris_HL,Carex_canescens_HL,Carex_echinata_HL,Carex_nigra_HL,Carex_pilulifera_HL,Carex_rostrata_HL,Deschampsia_cespitosa_HL,Digitalis_purpurea_HL,Dryopteris_carthusiana_HL,Epilobium_angustifolium_HL,Eriophorum_angustifolium_HL,Frangula_alnus_HL,Holcus_lanatus_HL,Juncus_bulbosus_HL,Juncus_effusus_HL,Luzula_multiflora_HL,Luzula_pilosa_HL,Lycopus_europaeus_HL,Molinia_caerulea_HL,Picea_abies_HL,Pinus_sylvestris_HL,Pteridium_aquilinum_HL,Quercus_robur_HL,Rubus_caesius_HL,Salix_aurita_HL,Schedonorus_giganteus_HL,Scrophularia_nodosa_HL,Vaccinium_myrtillus_HL,Vaccinium_oxycoccos_HL,Vaccinium_vitis_idaea_HL,Typha_latifolia_HL,Campylopus_flexuosus_ML,Campylopus_pyriformis_ML,Dicranella_cerviculata_ML,Dicranodontium_denudatum_ML,Dicranum_flagellare_ML,Dicranum_scoparia_ML,Fuscocephaloziopsis_connivens_ML,Hypnum_cupressiforme_ML,Hypnum_jutlandicum_ML,Lepidozia_reptans_ML,Leucobryum_glaucum_ML,Lophocolea_heterophylla_ML,Mnium_hornum_ML,Pohlia_nutans_ML,Polytrichum_formosum_ML,Riccardia_latifrons_ML,Sphagnum_auriculatum_ML,Sphagnum_capillifolium_ML,Sphagnum_cuspidatum_ML,Sphagnum_fallax_ML,Sphagnum_fimbriatum_ML,Sphagnum_girgensohnii_ML,Sphagnum_russowii_ML,Sphagnum_squarrosum_ML,Tetraphis_pellucida_ML,Betula_pendula_SL,Betula_pubescens_SL,Fagus_sylvatica_SL,Frangula_alnus_SL,Picea_abies_SL,Pinus_sylvestris_SL,Salix_aurita_SL
238,Lic,OW17,L17,,,,,,,,,,,,,,,,,,,"4,5",,"4,5","4,5",,,,,,,"4,5",,,,,,,,,"4,5",,,,,,,,,,,,18,,,,,,"0,5",,,,,63,,,,,,,,,,,,"4,5"
239,Lic,OW18,L18,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
240,Lic,OW19,L19,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
241,Lic,OW20,L20,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
242,Lic,OW21,L21,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
243,Lic,OW22,L22,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
244,Lic,OW23,L23,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
245,Lic,OW24,L24,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
246,Lic,OW25,L25,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
247,Lic,OW26,L26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
248,Lic,OW27,L27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
249,Lic,OW28,L28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
250,Lic,OW29,L29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Lic,OW30,L30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
252,Lic,OW31,L31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
253,Lic,OW32,L32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
254,Lic,OW33,L33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,"0,5",,,,,"0,5",,,,,,"0,5",,,,,,,,,,,,18,,,,,,,,,,,,
255,Lic,OW34,L34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
256,Lic,OW35,L35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
257,Lic,OW36,L36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,"4,5",,,,,,,,,,,"0,1",,,,,,,,,,,,"0,5",,,,,,,,,,,,
258,Lic,OW37,L37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
259,Lic,OW38,L38,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
260,Lic,OW39,L39,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
261,Lic,OW40,L40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
262,Lic,OW41,L41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
263,Lic,OW42,L42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
264,Lic,OW43,L43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
265,Lic,OW44,L44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
266,Lic,OW45,L45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
267,Lic,OW46,L46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
268,Lic,OW47,L47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
269,Lic,OW48,L48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,"0,5","0,5",,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
270,Lic,OW49,L49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
271,Lic,OW50,L50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,"4,5",,,,,,,,,,,,
272,Lic,OW51,L51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,18,,,,,,,,,,,,
273,Lic,OW52,L52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,
274,Lic,OW53,L53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,
275,Lic,OW54,L54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
276,Lic,OW55,L55,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
277,Lic,OW56,L56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,"4,5",,,,,,,,,,,,
278,Lic,OW57,L57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,"0,5",,,,,,,,,,,"0,5",,,,,,,,,,,,18,,,,,,,,,,,,
279,Lic,OW58,L58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
280,Lic,OW59,L59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
281,Lic,OW60,L60,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
282,Lic,OW61,L61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
283,Lic,OW62,L62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
284,Lic,OW63,L63,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,"4,5",,,,,,,,,,,18,,,,,,,"0,5",,,,,18,,,,,,,,,,,,
285,Lic,OW64,L64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,"0,1",,,,,,,"4,5",,,,,,,,,,,,,,,,,,"0,5",,,,,18,,,38,,,,,,,,,
286,Lic,OW65,L65,,,,,,,,,,,,,,,,,,,"0,5",,,"4,5",,,,,,,,,,,,,,,,38,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,"4,5",,,18,,,,,,
287,Lic,OW66,L66,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,88,,,"4,5",,,
288,Lic,OW67,L67,,,88,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,63,,,
289,Lic,SN1,L68,,,,,,,"0,5",,,,,"4,5",,,,,,"0,5",,,,"0,5",,,,,,,"4,5",,"4,5",,,,,,,"4,5",,,,"0,5",,,,"0,5",,,,"0,1",,,,,,"0,5",,,,,,,18,,,"0,1",,,,,,,
290,Lic,SN2,L69,,,,,,,"0,5",,,,,"4,5",,,,,,,,,,"4,5",,,,,,,"0,5",,,,,"0,5",,,,"4,5",,,,,,,,,,,,"0,1",,,,,,"4,5",,,"4,5",,,,,63,,,,,,,,,
291,Lic,SN3,L70,,,,,,,"0,1",,,,,"0,1",,,,,,,,,,"4,5",,,,,,,"4,5",,,,,,,,,18,,,,,,,,,,,18,,,,,,,"4,5",,38,,,,,,"4,5",,,88,,,,,,
292,Lic,SN4,L71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,
293,Lic,SN5,L72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,"4,5",,,,,,,,,,,,,38,,,,,88,,,,,,
294,Lic,SN6,L73,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,88,,,,,,,,,,,
295,Lic,SN7,L74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,"4,5",,,
296,Lic,SN8,L75,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,"4,5",,,
297,Lic,SN9,L76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,
298,Lic,SN10,L77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
299,Lic,SN11,L78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
300,Lic,SN12,L79,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
301,Lic,SN13,L80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
302,Lic,SN14,L81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,"0,1","4,5",,,,,,,,,,,,,,,,,,,,,,,,,38,,,"4,5",,,,,,
303,Lic,SN15,L82,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,88,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,
304,Lic,SN16,L83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,
305,Lic,SN17,L84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,
306,Lic,SN18,L85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,
307,Lic,SN19,L86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,
308,Lic,SN20,L87,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,
309,Lic,SN21,L88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,
310,Lic,SN22,L89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
311,Lic,SN23,L90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
312,Lic,SN24,L91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
313,Lic,SN25,L92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
314,Lic,SN26,L93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,88,,,,,"0,5",,,,,,,
315,Lic,SN27,L94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
316,Lic,SN28,L95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
317,Lic,SN29,L96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
318,Lic,SN30,L97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
319,Lic,SN31,L98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
320,Lic,SN32,L99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
321,Lic,SN33,L100,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,18,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,"4,5",,,,,,
322,Lic,SN34,L101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,
323,Lic,SN35,L102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
324,Lic,SN36,L103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
325,Lic,SN37,L104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
326,Lic,SN38,L105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,,,63,,,,,,,,,,,,
327,Lic,SN39,L106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
328,Lic,SN40,L107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,"0,1","0,5",,,,,,,,"0,1",,,,38,,,,,"0,1",,,,,,,
329,Lic,SN41,L108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
330,Lic,SN42,L109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
331,Lic,SN43,L110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Lic,SN44,L111,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
333,Lic,SN45,L112,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,"0,5",,,,,,
334,Lic,SN46,L113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
335,Lic,SN47,L114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
336,Lic,SN48,L115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Lic,SN49,L116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
338,Lic,SN50,L117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
339,Lic,SN51,L118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
340,Lic,SN52,L119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
341,Lic,SN53,L120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
342,Lic,SN54,L121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,38,,,,,,
343,Lic,SN55,L122,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,63,,"0,1",,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,18,,,,,,18,,,,,,
344,Lic,SN56,L123,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,"0,5",,,,,,,,,,,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
345,Lic,SN57,L124,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Lic,SN58,L125,,,,,,,"4,5",,,,,,,,,,,,,,,"4,5",,,,,,,"4,5",,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,
347,Lic,SN59,L126,,,,,,,"0,1",,,,,,,,,,,,,,,"0,1",,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,"4,5",,,,,,,,,,,,,
348,Lic,SN60,L127,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,18,,"0,1",,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,,
349,Lic,SN61,L128,,,,,,,"0,5",,,,,,,,,,,,,,,"0,5",,,,,,,"4,5",,,,,,,,,38,,,,,,,,,,,"4,5",,,,,,,,,"4,5",,,,"4,5",,,,,,,,18,,,
350,Lic,SN62,L129,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5",,,,,,,,,,,
