id	taxonID	scientificName	kingdom
Pimpinella saxifraga alpina	Pimpinella saxifraga alpina	Pimpinella saxifraga alpina	Plantae
Pimpinella saxifraga nigra	Pimpinella saxifraga nigra	Pimpinella saxifraga nigra	Plantae
Pimpinella saxifraga saxifraga	Pimpinella saxifraga saxifraga	Pimpinella saxifraga saxifraga	Plantae
Pinguicula alpina	Pinguicula alpina	Pinguicula alpina	Plantae
Pinguicula leptoceras	Pinguicula leptoceras	Pinguicula leptoceras	Plantae
Pinguicula vulgaris	Pinguicula vulgaris	Pinguicula vulgaris	Plantae
Pinus cembra	Pinus cembra	Pinus cembra	Plantae
Pinus mugo agg.	Pinus mugo agg.	Pinus mugo agg.	Plantae
Pinus mugo mugo (pumilio)	Pinus mugo mugo (pumilio)	Pinus mugo mugo (pumilio)	Plantae
Pinus mugo rotundata	Pinus mugo rotundata	Pinus mugo rotundata	Plantae
Pinus nigra	Pinus nigra	Pinus nigra	Plantae
Pinus sylvestris	Pinus sylvestris	Pinus sylvestris	Plantae
Plantago alpina	Plantago alpina	Plantago alpina	Plantae
Plantago atrata (montana) ssp. atrata	Plantago atrata (montana) ssp. atrata	Plantago atrata (montana) ssp. atrata	Plantae
Plantago coronopus	Plantago coronopus	Plantago coronopus	Plantae
Plantago indica (arenaria)	Plantago indica (arenaria)	Plantago indica (arenaria)	Plantae
Plantago lanceolata	Plantago lanceolata	Plantago lanceolata	Plantae
Plantago major ssp. major	Plantago major ssp. major	Plantago major ssp. major	Plantae
Plantago major ssp. intermedia	Plantago major ssp. intermedia	Plantago major ssp. intermedia	Plantae
Plantago maritima	Plantago maritima	Plantago maritima	Plantae
Plantago media	Plantago media	Plantago media	Plantae
Plantago serpentina	Plantago serpentina	Plantago serpentina	Plantae
Platanthera bifolia	Platanthera bifolia	Platanthera bifolia	Plantae
Platanthera chlorantha	Platanthera chlorantha	Platanthera chlorantha	Plantae
Pleurospermum austriacum	Pleurospermum austriacum	Pleurospermum austriacum	Plantae
Poa alpina	Poa alpina	Poa alpina	Plantae
Poa annua	Poa annua	Poa annua	Plantae
Poa badensis	Poa badensis	Poa badensis	Plantae
Poa bulbosa	Poa bulbosa	Poa bulbosa	Plantae
Poa cenisia	Poa cenisia	Poa cenisia	Plantae
Poa chaixii (sudetica)	Poa chaixii (sudetica)	Poa chaixii (sudetica)	Plantae
Poa compressa	Poa compressa	Poa compressa	Plantae
Poa hybrida	Poa hybrida	Poa hybrida	Plantae
Poa laxa (flexuosa)	Poa laxa (flexuosa)	Poa laxa (flexuosa)	Plantae
Poa minor	Poa minor	Poa minor	Plantae
Poa nemoralis	Poa nemoralis	Poa nemoralis	Plantae
Poa palustris	Poa palustris	Poa palustris	Plantae
Poa pratensis agg.	Poa pratensis agg.	Poa pratensis agg.	Plantae
Poa pratensis angustifolia	Poa pratensis angustifolia	Poa pratensis angustifolia	Plantae
Poa pratensis pratensis	Poa pratensis pratensis	Poa pratensis pratensis	Plantae
Poa pratensis subcoerulea	Poa pratensis subcoerulea	Poa pratensis subcoerulea	Plantae
Poa remota	Poa remota	Poa remota	Plantae
Poa supina	Poa supina	Poa supina	Plantae
Poa trivialis	Poa trivialis	Poa trivialis	Plantae
Podospermum laciniatum (Scorzonera lac.)	Podospermum laciniatum (Scorzonera lac.)	Podospermum laciniatum (Scorzonera lac.)	Plantae
Polemonium caeruleum	Polemonium caeruleum	Polemonium caeruleum	Plantae
Polycarpon tetraphyllum	Polycarpon tetraphyllum	Polycarpon tetraphyllum	Plantae
Polycnemum arvense	Polycnemum arvense	Polycnemum arvense	Plantae
Polycnemum majus	Polycnemum majus	Polycnemum majus	Plantae
Polycnemum verrucosum	Polycnemum verrucosum	Polycnemum verrucosum	Plantae
Polygala alpestris ssp. alpestris	Polygala alpestris ssp. alpestris	Polygala alpestris ssp. alpestris	Plantae
Polygala amara agg.	Polygala amara agg.	Polygala amara agg.	Plantae
Polygala amarella	Polygala amarella	Polygala amarella	Plantae
Polygala calcarea	Polygala calcarea	Polygala calcarea	Plantae
Polygala chamaebuxus (Polygal. ch.)	Polygala chamaebuxus (Polygal. ch.)	Polygala chamaebuxus (Polygal. ch.)	Plantae
Polygala comosa (vulgaris ssp. com.)	Polygala comosa (vulgaris ssp. com.)	Polygala comosa (vulgaris ssp. com.)	Plantae
Polygala serpyllifolia	Polygala serpyllifolia	Polygala serpyllifolia	Plantae
Polygala vulgaris	Polygala vulgaris	Polygala vulgaris	Plantae
Polygonatum multiflorum	Polygonatum multiflorum	Polygonatum multiflorum	Plantae
Polygonatum odoratum (officinale)	Polygonatum odoratum (officinale)	Polygonatum odoratum (officinale)	Plantae
Polygonatum verticillatum	Polygonatum verticillatum	Polygonatum verticillatum	Plantae
Polygonum amphibium	Polygonum amphibium	Polygonum amphibium	Plantae
Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre	Polygonum amphibium var. terrestre	Plantae
Polygonum aviculare agg.	Polygonum aviculare agg.	Polygonum aviculare agg.	Plantae
Polygonum bistorta	Polygonum bistorta	Polygonum bistorta	Plantae
Polygonum hydropiper	Polygonum hydropiper	Polygonum hydropiper	Plantae
Polygonum lapathifolium ssp. Lapathifolium	Polygonum lapathifolium ssp. Lapathifolium	Polygonum lapathifolium ssp. Lapathifolium	Plantae
Polygonum lapathifolium ssp. Danubiale	Polygonum lapathifolium ssp. Danubiale	Polygonum lapathifolium ssp. Danubiale	Plantae
Polygonum lapathifolium ssp. incanum	Polygonum lapathifolium ssp. incanum	Polygonum lapathifolium ssp. incanum	Plantae
Polygonum minus	Polygonum minus	Polygonum minus	Plantae
Polygonum mite	Polygonum mite	Polygonum mite	Plantae
Polygonum oxyspermum ssp. raii	Polygonum oxyspermum ssp. raii	Polygonum oxyspermum ssp. raii	Plantae
Polygonum persicaria	Polygonum persicaria	Polygonum persicaria	Plantae
Polygonum rurivagum (aviculare ssp. r.)	Polygonum rurivagum (aviculare ssp. r.)	Polygonum rurivagum (aviculare ssp. r.)	Plantae
Polygonum viviparum	Polygonum viviparum	Polygonum viviparum	Plantae
Polypodium interjectum (vulg. ssp. prion.)	Polypodium interjectum (vulg. ssp. prion.)	Polypodium interjectum (vulg. ssp. prion.)	Plantae
Polypodium vulgare agg.	Polypodium vulgare agg.	Polypodium vulgare agg.	Plantae
Polystichum aculeatum (lobatum)	Polystichum aculeatum (lobatum)	Polystichum aculeatum (lobatum)	Plantae
Polystichum braunii	Polystichum braunii	Polystichum braunii	Plantae
Polystichum lonchitis	Polystichum lonchitis	Polystichum lonchitis	Plantae
Polystichum setiferum (angulare)	Polystichum setiferum (angulare)	Polystichum setiferum (angulare)	Plantae
Populus alba	Populus alba	Populus alba	Plantae
Populus nigra	Populus nigra	Populus nigra	Plantae
Populus tremula	Populus tremula	Populus tremula	Plantae
Portulaca oleracea	Portulaca oleracea	Portulaca oleracea	Plantae
Potamogeton acutifolius	Potamogeton acutifolius	Potamogeton acutifolius	Plantae
Potamogeton alpinus (rufescens)	Potamogeton alpinus (rufescens)	Potamogeton alpinus (rufescens)	Plantae
Potamogeton x angustifolius (x zizii)	Potamogeton x angustifolius (x zizii)	Potamogeton x angustifolius (x zizii)	Plantae
Potamogeton coloratus	Potamogeton coloratus	Potamogeton coloratus	Plantae
Potamogeton compressus	Potamogeton compressus	Potamogeton compressus	Plantae
Potamogeton crispus	Potamogeton crispus	Potamogeton crispus	Plantae
Potamogeton filiformis	Potamogeton filiformis	Potamogeton filiformis	Plantae
Potamogeton friesii (mucronatus)	Potamogeton friesii (mucronatus)	Potamogeton friesii (mucronatus)	Plantae
Potamogeton gramineus	Potamogeton gramineus	Potamogeton gramineus	Plantae
Potamogeton lucens	Potamogeton lucens	Potamogeton lucens	Plantae
Potamogeton natans	Potamogeton natans	Potamogeton natans	Plantae
Potamogeton x nitens	Potamogeton x nitens	Potamogeton x nitens	Plantae
Potamogeton nodosus (fluitans)	Potamogeton nodosus (fluitans)	Potamogeton nodosus (fluitans)	Plantae
Potamogeton obtusifolius	Potamogeton obtusifolius	Potamogeton obtusifolius	Plantae
Potamogeton pectinatus agg.	Potamogeton pectinatus agg.	Potamogeton pectinatus agg.	Plantae
Potamogeton pectinatus helveticus	Potamogeton pectinatus helveticus	Potamogeton pectinatus helveticus	Plantae
Potamogeton pectinatus pectinatus	Potamogeton pectinatus pectinatus	Potamogeton pectinatus pectinatus	Plantae
Potamogeton perfoliatus	Potamogeton perfoliatus	Potamogeton perfoliatus	Plantae
Potamogeton polygonifolius (oblongus)	Potamogeton polygonifolius (oblongus)	Potamogeton polygonifolius (oblongus)	Plantae
Potamogeton praelongus	Potamogeton praelongus	Potamogeton praelongus	Plantae
Potamogeton pusillus agg. (berchtoldii)	Potamogeton pusillus agg. (berchtoldii)	Potamogeton pusillus agg. (berchtoldii)	Plantae
Potamogeton pusillus berchtoldii	Potamogeton pusillus berchtoldii	Potamogeton pusillus berchtoldii	Plantae
Potamogeton rutilus	Potamogeton rutilus	Potamogeton rutilus	Plantae
Potamogeton trichoides	Potamogeton trichoides	Potamogeton trichoides	Plantae
Potentilla alba	Potentilla alba	Potentilla alba	Plantae
Potentilla anglica agg.	Potentilla anglica agg.	Potentilla anglica agg.	Plantae
Potentilla anserina	Potentilla anserina	Potentilla anserina	Plantae
Potentilla argentea agg.	Potentilla argentea agg.	Potentilla argentea agg.	Plantae
Potentilla aurea	Potentilla aurea	Potentilla aurea	Plantae
Potentilla brauneana (dubia)	Potentilla brauneana (dubia)	Potentilla brauneana (dubia)	Plantae
Potentilla caulescens	Potentilla caulescens	Potentilla caulescens	Plantae
Potentilla clusiana	Potentilla clusiana	Potentilla clusiana	Plantae
Potentilla collina	Potentilla collina	Potentilla collina	Plantae
Potentilla crantzii	Potentilla crantzii	Potentilla crantzii	Plantae
Potentilla erecta (Tormentilla erecta)	Potentilla erecta (Tormentilla erecta)	Potentilla erecta (Tormentilla erecta)	Plantae
Potentilla frigida	Potentilla frigida	Potentilla frigida	Plantae
Potentilla grandiflora	Potentilla grandiflora	Potentilla grandiflora	Plantae
Potentilla heptaphylla (opaca)	Potentilla heptaphylla (opaca)	Potentilla heptaphylla (opaca)	Plantae
Potentilla inclinata (canescens)	Potentilla inclinata (canescens)	Potentilla inclinata (canescens)	Plantae
Potentilla intermedia	Potentilla intermedia	Potentilla intermedia	Plantae
Potentilla micrantha	Potentilla micrantha	Potentilla micrantha	Plantae
Potentilla norvegica	Potentilla norvegica	Potentilla norvegica	Plantae
Potentilla palustris (Comarum)	Potentilla palustris (Comarum)	Potentilla palustris (Comarum)	Plantae
Potentilla recta	Potentilla recta	Potentilla recta	Plantae
Potentilla reptans	Potentilla reptans	Potentilla reptans	Plantae
Potentilla rhenana	Potentilla rhenana	Potentilla rhenana	Plantae
Potentilla rupestris	Potentilla rupestris	Potentilla rupestris	Plantae
Potentilla sterilis (fragariastrum)	Potentilla sterilis (fragariastrum)	Potentilla sterilis (fragariastrum)	Plantae
Potentilla supina	Potentilla supina	Potentilla supina	Plantae
Potentilla thuringiaca (parviflora)	Potentilla thuringiaca (parviflora)	Potentilla thuringiaca (parviflora)	Plantae
Potentilla verna agg.	Potentilla verna agg.	Potentilla verna agg.	Plantae
Potentilla verna arenaria (cinerea)	Potentilla verna arenaria (cinerea)	Potentilla verna arenaria (cinerea)	Plantae
Potentilla verna neumanniana	Potentilla verna neumanniana	Potentilla verna neumanniana	Plantae
Potentilla verna pusilla (puberula)	Potentilla verna pusilla (puberula)	Potentilla verna pusilla (puberula)	Plantae
Prenanthes purpurea	Prenanthes purpurea	Prenanthes purpurea	Plantae
Primula auricula	Primula auricula	Primula auricula	Plantae
Primula clusiana	Primula clusiana	Primula clusiana	Plantae
Primula elatior	Primula elatior	Primula elatior	Plantae
Primula farinosa	Primula farinosa	Primula farinosa	Plantae
Primula glutinosa	Primula glutinosa	Primula glutinosa	Plantae
Primula hirsuta	Primula hirsuta	Primula hirsuta	Plantae
Primula integrifolia	Primula integrifolia	Primula integrifolia	Plantae
Primula minima	Primula minima	Primula minima	Plantae
Primula veris (officinalis)	Primula veris (officinalis)	Primula veris (officinalis)	Plantae
Primula vulgaris (acaulis)	Primula vulgaris (acaulis)	Primula vulgaris (acaulis)	Plantae
Prunella grandiflora	Prunella grandiflora	Prunella grandiflora	Plantae
Prunella laciniata (alba)	Prunella laciniata (alba)	Prunella laciniata (alba)	Plantae
Prunella vulgaris	Prunella vulgaris	Prunella vulgaris	Plantae
Prunus avium	Prunus avium	Prunus avium	Plantae
Prunus fruticosa	Prunus fruticosa	Prunus fruticosa	Plantae
Prunus mahaleb	Prunus mahaleb	Prunus mahaleb	Plantae
Prunus padus (Padus avium)	Prunus padus (Padus avium)	Prunus padus (Padus avium)	Plantae
Prunus serotina (Padus serotina)	Prunus serotina (Padus serotina)	Prunus serotina (Padus serotina)	Plantae
Prunus spinosa	Prunus spinosa	Prunus spinosa	Plantae
Pseudorchis albida (Gymnadenia a.)	Pseudorchis albida (Gymnadenia a.)	Pseudorchis albida (Gymnadenia a.)	Plantae
Pteridium aquilinum	Pteridium aquilinum	Pteridium aquilinum	Plantae
Puccinellia capillaris	Puccinellia capillaris	Puccinellia capillaris	Plantae
Puccinellia distans (Atropis distans)	Puccinellia distans (Atropis distans)	Puccinellia distans (Atropis distans)	Plantae
Puccinellia limosa	Puccinellia limosa	Puccinellia limosa	Plantae
Puccinellia maritima	Puccinellia maritima	Puccinellia maritima	Plantae
Pulicaria dysenterica	Pulicaria dysenterica	Pulicaria dysenterica	Plantae
Pulicaria vulgaris	Pulicaria vulgaris	Pulicaria vulgaris	Plantae
Pulmonaria angustifolia	Pulmonaria angustifolia	Pulmonaria angustifolia	Plantae
Pulmonaria collina	Pulmonaria collina	Pulmonaria collina	Plantae
Pulmonaria mollis	Pulmonaria mollis	Pulmonaria mollis	Plantae
Pulmonaria mollis ssp. alpigena	Pulmonaria mollis ssp. alpigena	Pulmonaria mollis ssp. alpigena	Plantae
Pulmonaria montana ssp. montana	Pulmonaria montana ssp. montana	Pulmonaria montana ssp. montana	Plantae
Pulmonaria officinalis agg.	Pulmonaria officinalis agg.	Pulmonaria officinalis agg.	Plantae
Pulmonaria officinalis obscura	Pulmonaria officinalis obscura	Pulmonaria officinalis obscura	Plantae
Pulmonaria officinalis officinalis	Pulmonaria officinalis officinalis	Pulmonaria officinalis officinalis	Plantae
Pulsatilla alba (micrantha)	Pulsatilla alba (micrantha)	Pulsatilla alba (micrantha)	Plantae
Pulsatilla alpina	Pulsatilla alpina	Pulsatilla alpina	Plantae
Pulsatilla apiifolia (sulphurea)	Pulsatilla apiifolia (sulphurea)	Pulsatilla apiifolia (sulphurea)	Plantae
Pulsatilla grandis	Pulsatilla grandis	Pulsatilla grandis	Plantae
Pulsatilla patens	Pulsatilla patens	Pulsatilla patens	Plantae
Pulsatilla pratensis	Pulsatilla pratensis	Pulsatilla pratensis	Plantae
Pulsatilla vernalis (var. bidgostiana)	Pulsatilla vernalis (var. bidgostiana)	Pulsatilla vernalis (var. bidgostiana)	Plantae
Pulsatilla vulgaris	Pulsatilla vulgaris	Pulsatilla vulgaris	Plantae
Pyrola chlorantha (virens)	Pyrola chlorantha (virens)	Pyrola chlorantha (virens)	Plantae
Pyrola media	Pyrola media	Pyrola media	Plantae
Pyrola minor	Pyrola minor	Pyrola minor	Plantae
Pyrola rotundifolia	Pyrola rotundifolia	Pyrola rotundifolia	Plantae
Pyrus communis agg.	Pyrus communis agg.	Pyrus communis agg.	Plantae
Quercus cerris	Quercus cerris	Quercus cerris	Plantae
Quercus ilex	Quercus ilex	Quercus ilex	Plantae
Quercus petraea (sessiliflora)	Quercus petraea (sessiliflora)	Quercus petraea (sessiliflora)	Plantae
Quercus pubescens	Quercus pubescens	Quercus pubescens	Plantae
Quercus robur	Quercus robur	Quercus robur	Plantae
Radiola linoides	Radiola linoides	Radiola linoides	Plantae
Ranunculus aconitifolius	Ranunculus aconitifolius	Ranunculus aconitifolius	Plantae
Ranunculus acris agg.	Ranunculus acris agg.	Ranunculus acris agg.	Plantae
Ranunculus alpestris	Ranunculus alpestris	Ranunculus alpestris	Plantae
Ranunculus aquatilis aquatilis	Ranunculus aquatilis aquatilis	Ranunculus aquatilis aquatilis	Plantae
Ranunculus aquatilis peltatus	Ranunculus aquatilis peltatus	Ranunculus aquatilis peltatus	Plantae
Ranunculus aquatilis penicillatus (pseudofluit.)	Ranunculus aquatilis penicillatus (pseudofluit.)	Ranunculus aquatilis penicillatus (pseudofluit.)	Plantae
Ranunculus aquatilis trichophyllus (flacidus)	Ranunculus aquatilis trichophyllus (flacidus)	Ranunculus aquatilis trichophyllus (flacidus)	Plantae
Ranunculus aquatilis ssp. lutulentus (eradicatus)	Ranunculus aquatilis ssp. lutulentus (eradicatus)	Ranunculus aquatilis ssp. lutulentus (eradicatus)	Plantae
Ranunculus aquatilis tripartitus	Ranunculus aquatilis tripartitus	Ranunculus aquatilis tripartitus	Plantae
Ranunculus arvensis	Ranunculus arvensis	Ranunculus arvensis	Plantae
Ranunculus auricomus agg.	Ranunculus auricomus agg.	Ranunculus auricomus agg.	Plantae
Ranunculus baudotii	Ranunculus baudotii	Ranunculus baudotii	Plantae
Ranunculus bulbosus	Ranunculus bulbosus	Ranunculus bulbosus	Plantae
Ranunculus circinatus (divaricatus)	Ranunculus circinatus (divaricatus)	Ranunculus circinatus (divaricatus)	Plantae
Ranunculus ficaria (Ficaria verna)	Ranunculus ficaria (Ficaria verna)	Ranunculus ficaria (Ficaria verna)	Plantae
Ranunculus flammula	Ranunculus flammula	Ranunculus flammula	Plantae
Ranunculus flammula flammula	Ranunculus flammula flammula	Ranunculus flammula flammula	Plantae
Ranunculus flammula reptans	Ranunculus flammula reptans	Ranunculus flammula reptans	Plantae
Ranunculus fluitans	Ranunculus fluitans	Ranunculus fluitans	Plantae
Ranunculus glacialis	Ranunculus glacialis	Ranunculus glacialis	Plantae
Ranunculus hederaceus	Ranunculus hederaceus	Ranunculus hederaceus	Plantae
Ranunculus hybridus	Ranunculus hybridus	Ranunculus hybridus	Plantae
Ranunculus illyricus	Ranunculus illyricus	Ranunculus illyricus	Plantae
Ranunculus lanuginosus	Ranunculus lanuginosus	Ranunculus lanuginosus	Plantae
Ranunculus lingua	Ranunculus lingua	Ranunculus lingua	Plantae
Ranunculus montanus agg.	Ranunculus montanus agg.	Ranunculus montanus agg.	Plantae
Ranunculus montanus carinthiacus	Ranunculus montanus carinthiacus	Ranunculus montanus carinthiacus	Plantae
Ranunculus montanus grenieranus	Ranunculus montanus grenieranus	Ranunculus montanus grenieranus	Plantae
Ranunculus montanus montanus	Ranunculus montanus montanus	Ranunculus montanus montanus	Plantae
Ranunculus montanus oreophilus (hornschuchii)	Ranunculus montanus oreophilus (hornschuchii)	Ranunculus montanus oreophilus (hornschuchii)	Plantae
Ranunculus ololeucos	Ranunculus ololeucos	Ranunculus ololeucos	Plantae
Ranunculus parnassifolius	Ranunculus parnassifolius	Ranunculus parnassifolius	Plantae
Ranunculus platanifolius	Ranunculus platanifolius	Ranunculus platanifolius	Plantae
Ranunculus polyanthemos agg.	Ranunculus polyanthemos agg.	Ranunculus polyanthemos agg.	Plantae
Ranunculus polyanthemos nemorosus	Ranunculus polyanthemos nemorosus	Ranunculus polyanthemos nemorosus	Plantae
Ranunculus polyanthemos polyanthemos	Ranunculus polyanthemos polyanthemos	Ranunculus polyanthemos polyanthemos	Plantae
Ranunculus polyanthemos serpens (radicescens)	Ranunculus polyanthemos serpens (radicescens)	Ranunculus polyanthemos serpens (radicescens)	Plantae
Ranunculus pygmaeus	Ranunculus pygmaeus	Ranunculus pygmaeus	Plantae
Ranunculus pyrenaeus	Ranunculus pyrenaeus	Ranunculus pyrenaeus	Plantae
Ranunculus repens	Ranunculus repens	Ranunculus repens	Plantae
Ranunculus sardous	Ranunculus sardous	Ranunculus sardous	Plantae
Ranunculus sceleratus	Ranunculus sceleratus	Ranunculus sceleratus	Plantae
Raphanus raphanistrum agg.	Raphanus raphanistrum agg.	Raphanus raphanistrum agg.	Plantae
Rapistrum perenne	Rapistrum perenne	Rapistrum perenne	Plantae
Rapistrum rugosum	Rapistrum rugosum	Rapistrum rugosum	Plantae
Reseda lutea	Reseda lutea	Reseda lutea	Plantae
Reseda luteola	Reseda luteola	Reseda luteola	Plantae
Reynoutria japonica (Polygon. cuspidat.)	Reynoutria japonica (Polygon. cuspidat.)	Reynoutria japonica (Polygon. cuspidat.)	Plantae
Reynoutria sachalinensis	Reynoutria sachalinensis	Reynoutria sachalinensis	Plantae
Rhamnus alpinus	Rhamnus alpinus	Rhamnus alpinus	Plantae
Rhamnus catharticus	Rhamnus catharticus	Rhamnus catharticus	Plantae
Rhamnus pumilus	Rhamnus pumilus	Rhamnus pumilus	Plantae
Rhamnus saxatilis	Rhamnus saxatilis	Rhamnus saxatilis	Plantae
Rhinanthus alectorolophus (hirsutus)	Rhinanthus alectorolophus (hirsutus)	Rhinanthus alectorolophus (hirsutus)	Plantae
Rhinanthus aristatus agg.	Rhinanthus aristatus agg.	Rhinanthus aristatus agg.	Plantae
Rhinanthus aristatus aristatus	Rhinanthus aristatus aristatus	Rhinanthus aristatus aristatus	Plantae
Rhinanthus aristatus glacialis	Rhinanthus aristatus glacialis	Rhinanthus aristatus glacialis	Plantae
Rhinanthus minor	Rhinanthus minor	Rhinanthus minor	Plantae
Rhinanthus serotinus agg. (major)	Rhinanthus serotinus agg. (major)	Rhinanthus serotinus agg. (major)	Plantae
Rhodiola rosea (Saxifraga rosea)	Rhodiola rosea (Saxifraga rosea)	Rhodiola rosea (Saxifraga rosea)	Plantae
Rhododendron ferrugineum	Rhododendron ferrugineum	Rhododendron ferrugineum	Plantae
Rhododendron hirsutum	Rhododendron hirsutum	Rhododendron hirsutum	Plantae
Rhododendron x intermedium	Rhododendron x intermedium	Rhododendron x intermedium	Plantae
Rhodothamnus chamaecistus	Rhodothamnus chamaecistus	Rhodothamnus chamaecistus	Plantae
Rhynchosinapi cheiranthos (Hutera ch.)	Rhynchosinapi cheiranthos (Hutera ch.)	Rhynchosinapi cheiranthos (Hutera ch.)	Plantae
Rhynchospora alba	Rhynchospora alba	Rhynchospora alba	Plantae
Rhynchospora fusca	Rhynchospora fusca	Rhynchospora fusca	Plantae
Ribes alpinum	Ribes alpinum	Ribes alpinum	Plantae
Ribes nigrum	Ribes nigrum	Ribes nigrum	Plantae
Ribes petraeum	Ribes petraeum	Ribes petraeum	Plantae
Ribes rubrum agg.	Ribes rubrum agg.	Ribes rubrum agg.	Plantae
Ribes rubrum rubrum	Ribes rubrum rubrum	Ribes rubrum rubrum	Plantae
Ribes rubrum spicatum	Ribes rubrum spicatum	Ribes rubrum spicatum	Plantae
Ribes uva–crispa (grossularia)	Ribes uva–crispa (grossularia)	Ribes uva–crispa (grossularia)	Plantae
Robinia pseudacacia	Robinia pseudacacia	Robinia pseudacacia	Plantae
Rorippa amphibia	Rorippa amphibia	Rorippa amphibia	Plantae
Rorippa x anceps (prostrata)	Rorippa x anceps (prostrata)	Rorippa x anceps (prostrata)	Plantae
Rorippa x armoracioides	Rorippa x armoracioides	Rorippa x armoracioides	Plantae
Rorippa austriaca	Rorippa austriaca	Rorippa austriaca	Plantae
Rorippa islandica (palustris) agg.	Rorippa islandica (palustris) agg.	Rorippa islandica (palustris) agg.	Plantae
Rorippa pyrenaica (stylosa)	Rorippa pyrenaica (stylosa)	Rorippa pyrenaica (stylosa)	Plantae
Rorippa sylvestris	Rorippa sylvestris	Rorippa sylvestris	Plantae
Rosa abietina	Rosa abietina	Rosa abietina	Plantae
Rosa agrestis	Rosa agrestis	Rosa agrestis	Plantae
Rosa arvensis (repens)	Rosa arvensis (repens)	Rosa arvensis (repens)	Plantae
Rosa canina agg.	Rosa canina agg.	Rosa canina agg.	Plantae
Rosa coriifolia (caesia)	Rosa coriifolia (caesia)	Rosa coriifolia (caesia)	Plantae
Rosa corymbifera agg. (dumetor.)	Rosa corymbifera agg. (dumetor.)	Rosa corymbifera agg. (dumetor.)	Plantae
Rosa elliptica	Rosa elliptica	Rosa elliptica	Plantae
Rosa gallica	Rosa gallica	Rosa gallica	Plantae
Rosa glauca (rubrifolia)	Rosa glauca (rubrifolia)	Rosa glauca (rubrifolia)	Plantae
Rosa jundzillii	Rosa jundzillii	Rosa jundzillii	Plantae
Rosa majalis (cinnamomea)	Rosa majalis (cinnamomea)	Rosa majalis (cinnamomea)	Plantae
Rosa micrantha	Rosa micrantha	Rosa micrantha	Plantae
Rosa obtusifolia (tomentella)	Rosa obtusifolia (tomentella)	Rosa obtusifolia (tomentella)	Plantae
Rosa pendulina	Rosa pendulina	Rosa pendulina	Plantae
Rosa pimpinellifolia (spinosissima	Rosa pimpinellifolia (spinosissima	Rosa pimpinellifolia (spinosissima	Plantae
Rosa rubiginosa (eglanteria)	Rosa rubiginosa (eglanteria)	Rosa rubiginosa (eglanteria)	Plantae
Rosa scabriuscula	Rosa scabriuscula	Rosa scabriuscula	Plantae
Rosa stylosa	Rosa stylosa	Rosa stylosa	Plantae
Rosa subcanina	Rosa subcanina	Rosa subcanina	Plantae
Rosa subcollina	Rosa subcollina	Rosa subcollina	Plantae
Rosa subdumetorum	Rosa subdumetorum	Rosa subdumetorum	Plantae
Rosa tomentosa	Rosa tomentosa	Rosa tomentosa	Plantae
Rosa villosa (pomifera)	Rosa villosa (pomifera)	Rosa villosa (pomifera)	Plantae
Rosa vosagiaca	Rosa vosagiaca	Rosa vosagiaca	Plantae
Rubia peregrina	Rubia peregrina	Rubia peregrina	Plantae
Rubus caesius	Rubus caesius	Rubus caesius	Plantae
Rubus chamaemorus	Rubus chamaemorus	Rubus chamaemorus	Plantae
Rubus idaeus	Rubus idaeus	Rubus idaeus	Plantae
Rubus saxatilis	Rubus saxatilis	Rubus saxatilis	Plantae
Rudbeckia hirta	Rudbeckia hirta	Rudbeckia hirta	Plantae
Rudbeckia laciniata	Rudbeckia laciniata	Rudbeckia laciniata	Plantae
Rumex acetosa	Rumex acetosa	Rumex acetosa	Plantae
Rumex acetosella agg.	Rumex acetosella agg.	Rumex acetosella agg.	Plantae
Rumex acetosella acetosella	Rumex acetosella acetosella	Rumex acetosella acetosella	Plantae
Rumex acetosella tenuifolius	Rumex acetosella tenuifolius	Rumex acetosella tenuifolius	Plantae
Rumex alpestris (arifolius)	Rumex alpestris (arifolius)	Rumex alpestris (arifolius)	Plantae
Rumex alpinus	Rumex alpinus	Rumex alpinus	Plantae
Rumex aquaticus	Rumex aquaticus	Rumex aquaticus	Plantae
Rumex conglomeratus	Rumex conglomeratus	Rumex conglomeratus	Plantae
Rumex crispus	Rumex crispus	Rumex crispus	Plantae
Rumex hydrolapathum	Rumex hydrolapathum	Rumex hydrolapathum	Plantae
Rumex longifolius (domesticus)	Rumex longifolius (domesticus)	Rumex longifolius (domesticus)	Plantae
Rumex maritimus	Rumex maritimus	Rumex maritimus	Plantae
Rumex nivalis	Rumex nivalis	Rumex nivalis	Plantae
Rumex obtusifolius	Rumex obtusifolius	Rumex obtusifolius	Plantae
Rumex palustris	Rumex palustris	Rumex palustris	Plantae
Rumex pulcher	Rumex pulcher	Rumex pulcher	Plantae
Rumex sanguineus	Rumex sanguineus	Rumex sanguineus	Plantae
Rumex scutatus	Rumex scutatus	Rumex scutatus	Plantae
Rumex stenophyllus	Rumex stenophyllus	Rumex stenophyllus	Plantae
Rumex thyrsiflorus	Rumex thyrsiflorus	Rumex thyrsiflorus	Plantae
Rumex triangulivalvis	Rumex triangulivalvis	Rumex triangulivalvis	Plantae
Ruppia cirrhosa (spiralis)	Ruppia cirrhosa (spiralis)	Ruppia cirrhosa (spiralis)	Plantae
Ruppia maritima	Ruppia maritima	Ruppia maritima	Plantae
